"","var9","var22","var23","var24","var25","var26","var27","var29","var30","var31","var33","var39","var41","var49","var50","var51","var53","var54","var55","var56","var57","var58","var59","var60","var61","var62","var63","var64","var65","var66","y"
"7407","1","5","1","1","0","2","0","4","2","0","1","4","3","0","0","0","2","2",-0.548417745966745,0.364738980325433,0.348504342129994,0.350427164376398,0.428810673114861,-1.08537866778962,0.152157683012484,-1.19517829417887,-2.75997374019256,-0.78827458268979,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7420","1","5","1","1","2",NA,"0","4","2","0","4","1","3","0","0","0","0","0",-0.311494610567681,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.114708581942429,-1.12721458783264,-2.37628930990281,-0.423115931877474,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7422","3","1","3","0","4","7","0","4","2","0","4","4","3","0","1","0","2","2",-0.520314291887456,0.363498609209439,0.349139832483368,0.351515034135669,0.425515178006612,0.921216714181823,0.166722439952199,-0.261074733065195,0.813895840821032,-0.940765929377162,-0.397361911433702,-0.397361927099459,0.999981105327606
"7434","1","3","3","0","3","5","0","4","1","0","2","4","3","1","0","0","0","0",-0.57205963591187,0.360848725461634,0.349139832483368,0.350955932809727,-2.33925060694862,-1.08537866778962,0.118482496791142,1.23899294304393,0.88718387806739,0.410457842167718,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7440","2","0","3","2","2","5","0","4","1","0","0","4","3","1","0","0","2","2",0.919883010512208,0.369362181757774,0.346295256615883,0.351301339837533,0.427337832321122,0.920493443124123,0.124073521024821,-0.247384669066117,-1.05279357845388,-0.422432114179569,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7447","3","5","3","2","2","7","1","4","0","1","5","4","1","0","0","0","2","2",-0.208839915798575,0.347120072427792,0.366873039487048,0.353297472864996,-2.33925060694862,-1.08537866778962,0.14260244101015,-0.356223921949909,-3.2600568178736,-1.03701327039219,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7451","1","5","1","1","2",NA,"0","4","1","0","2","4","3","0","0","0","0","0",0.442705966490247,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.199410080431163,1.14089163135374,0.27932427502408,0.229929969856078,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7453","3","5","3","1","4","7","0","2","2","0","3","4","3","0","0","0","2","2",-0.656707035440107,0.356422855797747,0.349139832483368,0.351145308081422,-2.33925060694862,-1.08537866778962,0.259994093226005,0.131460277335191,0.606964912125425,-0.426535020368604,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7458","3","5","4","0","2","7","1","5","0","1","3","1","3","0","1","0","2","2",-0.484725617981066,0.344272856911533,0.373530557474778,0.351211069372312,0.427612518122583,-1.08537866778962,0.14119729765449,-0.829244829937603,-3.32903379410542,-0.377983963799698,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7462","3","4","3","0","4","10","0","4","2","0","4","4","3","0","1","0","2","2",-0.547416314016909,0.344470188679987,0.373530557474778,0.359118738519474,0.42654156020545,-1.08537866778962,0.121079323646622,-0.239890818867693,0.680252949371783,-0.405336671725526,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7463","1","5","1","1","2",NA,"0","4","1","0","6","4","3","0","0","0","0","0",0.268584406235772,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,-6.30581421448417,-0.443846819726254,0.0810154683574511,-0.556460383017089,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7464","1","4","3","1","2",NA,"0","4","1","0","4","1","3","0","0","0","0","0",0.00215422804112709,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.182653098122282,2.13100604554223,-0.798440978598846,1.67962348993458,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7465","3","5","1","0","4","10","0","2","2","0","1","4","3","0","1","0","2","2",-0.589906772440648,0.354421347860575,0.350531858971711,0.355964399515906,0.428759472379993,-1.08537866778962,0.169483143262346,-0.40280906863878,0.58109854603849,-0.334903448816171,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7469","3","5","4","0","1","7","0","5","1","0","4","4","3","0","0","0","2","2",-0.517137517425132,0.34593608181707,0.369747876799932,0.351675409015841,0.431275221715942,0.923700883596769,0.167964103830314,0.331782896279438,0.684564010386272,-0.200875179978652,2.51680495201202,2.51640876645975,4.75045908387983e-06
"7474","3","4","3","0","4","7","1","4","2","0","0","4","3","0","0","0","2","2",-0.414539142203401,0.348445014301695,0.359005063683367,0.35104960869431,0.429397879326709,-1.08537866778962,0.144236116125853,-0.258252373899672,0.369856556328394,-0.405336671725526,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7484","1","4","3","2","3","7","0","4","1","0","6","4","4","0","0","0","2","2",-0.291883968215913,0.342694202763904,0.374438400836741,0.350867694838424,0.425416204605853,-1.08537866778962,-6.30581421448417,-0.566311254789234,0.525054752850088,-0.591335085622546,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7486","1","3","3","0","3","8","0","4","1","0","0","4","3","1","0","0","2","2",-0.236359934567668,0.355323435944934,0.349745061391343,0.353619311052963,0.426589007441393,0.920412629680581,0.11612239303929,-0.0108904355273347,-2.1133145880188,0.359855332504562,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7493","1","5","3","2","2","7","0","4","0","1","5","4","1","0","0","0","2","2",-0.0204747900464401,0.346048842827615,0.369747876799932,0.350913100920619,0.429505893660617,-1.08537866778962,0.16243106853227,1.83684647252091,-3.32903379410542,0.132144039020361,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7495","3","5","3","0","4","10","0","4","2","0","6","4","5","0","0","0","2","2",-0.178590158973268,0.351264039565317,0.353225127612202,0.354537685888356,0.426466208895426,-1.08537866778962,0.132274914593787,-0.333515284984655,-0.0655606061352649,-0.542100211355735,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7496","1","5","3","2","0","7","0","4","2","0","1","4","5","0","0","0","2","2",-0.0692994375500709,0.343680861606172,0.373833171928766,0.353280417999265,0.425715124012133,-1.08537866778962,0.101875068481394,-0.409946068828002,0.809584779806542,-0.627577423624348,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7497","3","5","3","2","1","7","1","4","1","0","4","4","3","0","0","0","2","2",-0.445084576651439,0.348642346070148,0.35894454079257,0.351009482561488,0.424109295932298,0.921755142000756,0.129399257103089,-0.74379547312808,0.680252949371783,-0.142750675635867,2.51590684188793,2.51643422306368,4.75045908387983e-06
"7509","3","2","3","2","1","7","1","4","1","0","5","4","3","0","1","0","2","2",-0.284744585608334,0.343060676048175,0.374438400836741,0.351057954067404,0.424663853288345,0.923963703534911,0.204021697987677,1.76944723800787,0.072393346328473,-0.0367589324226156,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7511","1","5","3","0","3","1","1","4","1","0","0","1","3","0","0","0","2","2",-0.415596893700172,0.367670766599601,0.347172838532448,0.356455936456794,0.426981133488542,0.921298011853905,0.153621956025333,-1.14242937459929,-0.975194480193028,-0.59475417411314,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7518","3","5","3","2","1","5","0","4","1","0","2","4","6","0","1","0","2","2",-0.563887141609858,0.369474942768319,0.346295256615883,0.351136188426283,0.426379589412646,0.921523725686629,0.162038649912032,1.86893053246191,0.671630827342804,0.215569798194724,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7519","3","5","1","2","4","7","0","2","2","0","5","4","3","0","0","1","2","2",1.2811315464722,0.348304063038513,0.359005063683367,0.351022117376082,-2.33925060694862,-1.08537866778962,0.191101240645388,-0.0654884869739241,0.88718387806739,-0.311653647079378,-0.397361911433702,-0.397361927099459,0.999981105327606
"7527","1","0","3","0","3","5","1","4","1","0","0","4","5","1","0","0","2","2",-0.194706349416657,0.367360673820602,0.347172838532448,0.351703669876537,0.428958996304885,0.920577780030824,0.14491505111658,-0.34396125798875,0.598342790096447,-0.133177227861988,2.51651218061426,2.51644610281217,4.75045908387983e-06
"7529","3","0","2","1","4","7","1","4","2","0","0","1","3","1","0","0","2","2",0.000917837980071658,0.343680861606172,0.373833171928766,0.352516811640207,-2.33925060694862,0.921692953165133,0.170973284916473,-0.756317664368978,0.753540986618141,0.418663654545252,-0.397361911433702,-0.397361927099459,0.999981105327606
"7546","3","5","1","2","1","1","1","2","1","0","4","4","3","0","0","0","2","2",-0.492111398607587,0.363442228704167,0.349139832483368,0.359029488980709,0.428721649597035,-1.08537866778962,0.183183776357121,-0.12070291570964,-1.94087214743915,-0.512012232637217,2.51689142897293,2.51640706935282,4.75045908387983e-06
"7558","3","1","0","0","4","5","0","1","2","0","5","4","3","1","1","0","2","2",-0.619819491975144,0.359721115356185,0.349139832483368,0.351755071647344,0.427850081476009,-1.08537866778962,0.151321265073832,-1.12426246502716,-1.71669697468559,-0.503806420259148,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7573","1","2","3","0","3","7","0","4","1","0","1","4","3","0","0","0","2","2",-0.130041829248496,0.345485037774891,0.372622714112815,0.350932560088652,0.427540490212959,-1.08537866778962,0.104467191537259,-0.383928459047692,-1.93656108642466,-1.02555932394787,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7579","3","5","3","1","4","7","0","4","2","0","2","4","3","0","0","0","2","2",-0.112254532238668,0.346189794090797,0.369747876799932,0.352831606077962,-2.33925060694862,-1.08537866778962,0.152077611730993,-0.690722144449242,-0.0612495451207758,-0.372513422214318,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7582","3","3","3","2","4","5","1","4","2","0","3","4","3","1","0","0","2","2",-0.419262064236246,0.364175175272709,0.349139832483368,0.353115293042803,0.427548570259512,0.922009453778302,0.278049422893796,0.284159640472165,0.731985681545695,1.94562857451483,-0.397361911433702,-0.397361927099459,0.999981105327606
"7585","3","1","0","0","1","7","0","1","1","0","5","4","3","1","0","0","2","2",-0.35225412290603,0.343088866300812,0.374438400836741,0.351642579542232,0.427043854096525,0.922801452375097,0.198457130307541,-0.540553172288478,0.421589288502264,-0.464144993766751,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7589","3","1","0","0","4","7","0","1","2","0","1","4","3","1","0","1","2","2",-0.115149708964553,0.344921232722166,0.372622714112815,0.350920694139007,0.43093326645461,-1.08537866778962,0.168197541984331,-0.46120270654959,0.184480932705233,-0.713054635893496,-0.397361911433702,-0.397361927099459,0.999981105327606
"7594","2","0","3","0","2","1","1","4","2","0","2","4","3","1","0","1","2","2",0.136638266937549,0.348022160512151,0.359005063683367,0.361711567724005,0.432096062251935,0.920686759643044,0.225611828574044,0.299990804527935,0.20172517676319,-0.522269498109536,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7602","3","2","4","0","4","7","0","5","2","0","0","4","3","1","0","0","2","2",-0.391213169718325,0.355605338471296,0.349745061391343,0.353252916117679,0.427214997527944,0.920427186214758,0.161070753063952,-0.00813295818151563,0.753540986618141,-0.652194860758021,-0.397361911433702,-0.397361927099459,0.999981105327606
"7604","1","5","3","0","0","1","0","4","2","0","2","4","3","0","0","0","2","2",-0.492884032396786,0.343990954385171,0.373530557474778,0.362541735295594,0.424610619726456,0.922859698841149,0.144994570967831,-0.753689950662936,0.680252949371783,-0.457990634483467,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7612","1","5","3","2","3","1","0","4","1","0","3","4","3","0","0","0","2","2",-0.308972550842223,0.359918447124639,0.349139832483368,0.356862492786307,0.425519165665683,-1.08537866778962,0.117885454425213,-0.240377432516857,0.499188386763111,-0.369778151422164,-0.397361911433702,-0.397361927099459,0.999981105327606
"7614","3","3","3","0","1","5","1","4","1","0","3","4","3","1","0","0","2","2",0.589747504438153,0.362624711377716,0.349139832483368,0.351020552736952,0.425607907604096,0.921066189076544,0.183596562730585,0.286592708718356,0.749229925603652,-0.204294268469782,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7619","1","1","0","0","3","6","0","1","1","0","3","4","3","1","0","0","2","2",-0.0189928819594462,0.361017866977451,0.349139832483368,0.352638714838944,0.432159725407074,-1.08537866778962,0.181673976594164,-0.292055802067906,-0.0353831790338412,0.376950774958071,-0.397361911433702,-0.397361927099459,0.999981105327606
"7647","3","0","3","0","4","7","0","4","2","0","5","4","3","1","0","0","2","2",0.530233582864633,0.342919724784994,0.374438400836741,0.351175732469844,0.428114051416303,0.920752511120414,0.155943518708591,-0.412963073453376,-1.0269272123669,0.161548200040973,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7649","3","3","3","0","4","7","0","4","2","0","5","4","3","1","1","0","2","2",-0.507486635007699,0.354505918618483,0.350531858971711,0.352354761166112,0.426357617337184,0.920383796361422,0.160079917921401,0.335675805473492,-0.500977768598924,1.70629238016197,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7656","3","3","3","2","1","9","0","4","1","0","1","1","3","1","1","0","2","2",-0.559759974787493,0.351433181081135,0.353225127612202,0.354397327925908,0.425534092118449,0.920452665421139,0.149913074591264,-1.2597357049802,-0.781196734540889,-0.903155955979015,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7658","1","3","3","0","0","4","1","4","2","0","5","4","3","1","0","0","2","2",-0.465379853499992,0.34258144175336,0.374438400836741,0.350594167013819,0.429086059815405,0.922014041730543,0.164931098851594,0.487496019950661,-3.30316742801849,-0.996155162927793,2.51615950047853,2.51640537224589,4.75045908387983e-06
"7661","3","5","1","2","4","5","0","2","2","0","3","4","3","0","0","0","2","2",0.394468274267943,0.354336777102666,0.350531858971711,0.353464707767175,0.425347818017281,0.920664925507243,0.182194542098613,-0.16712585784879,0.503499447777643,-0.307550740890344,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7662","3","5","4","2","2","10","0","5","0","1","5","4","1","0","0","0","2","2",1.37678677750938,0.343145246806084,0.373833171928766,0.354999169770483,0.430459296269283,-1.08537866778962,0.140323079006751,-0.598265551090274,-3.32903379410542,-0.417987299141315,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7666","1","2","3","0","0","5","0","4","2","0","0","1","3","1","0","0","2","2",3.7093303464279,0.368601044936596,0.347172838532448,0.35163711740523,0.427069522199359,0.920673598352649,0.186852020573086,2.50019819918798,0.374167617342883,4.48395987004856,2.51583443045681,2.5164359201706,4.75045908387983e-06
"7670","1","5","3","2","0","7","0","4","2","0","0","4","3","0","0","0","2","2",0.469881908025384,0.359777495861457,0.349139832483368,0.353018801034848,0.425710402429312,-1.08537866778962,0.150525369955173,0.358254678798968,0.331057007197949,1.13188551371584,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7671","3","3","3","0","4","7","1","4","2","0","1","4","3","1","0","0","2","2",-0.582239394077688,0.350305570975685,0.356644670942263,0.352022891836429,0.42594414843128,0.920933974206884,0.15046042291894,-0.292737061176921,0.206036237777721,-0.170787201260135,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7680","1","3","3","2","3","7","1","4","1","0","1","4","3","1","0","0","2","2",-0.550623888231712,0.347683877480516,0.359005063683367,0.351648588222907,0.426634587584821,0.921124879050511,0.111930270662979,0.590693798593975,0.356923373284927,0.801601565509516,2.51625170784045,2.51645289123989,4.75045908387983e-06
"7685","3","5","3","0","1","7","1","4","1","0","6","4","3","0","0","0","2","2",-0.411777724402148,0.349065199859692,0.35894454079257,0.352538883946129,0.425963356401535,0.923819646434127,0.105846530816055,-0.404106705036921,-1.15194798178717,0.0213655719201696,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7687","3","2","3","2","4","6","0","4","2","0","0","1","3","0","0","0","2","2",-0.590264049568334,0.360425871672091,0.349139832483368,0.352055689862391,0.427605023625982,0.921086007167019,0.103439467172162,-1.07816393198745,0.82251796285001,-0.804686207445393,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7700","3","5","3","1","1","5","1","1","1","0","4","4","3","0","0","0","2","2",-0.553791862764883,0.369644084284137,0.346295256615883,0.351022312666753,0.42724170691002,-1.08537866778962,0.163768550952383,0.356729956031217,0.658697644299337,-0.512696050335122,2.5158375561301,2.51641555488746,4.75045908387983e-06
"7703","1","3","3","0","3","7","1","4","1","0","5","4","3","1","0","0","2","2",-0.604767212979109,0.347120072427792,0.366873039487048,0.350812840447082,0.430559899255922,0.922446128209243,0.127672303271517,0.39056582510958,0.632831278212359,-0.713738453591401,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7711","3","5","3","2","4","4","1","4","2","0","1","4","3","0","1","0","2","2",-0.584721854121513,0.342384109984906,0.374438400836741,0.350701153906805,0.425281846738385,0.920776216050123,0.159341620841597,-0.328681589402032,0.206036237777721,-0.412858666405155,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7714","1","5","1","1","2",NA,"0","2","2","0","1","4","4","0","0","0","0","0",-0.364199146881288,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.162165255148487,-0.0723984007933513,-0.90190644294667,-0.329432907231327,-0.397361911433702,-0.397361927099459,0.999981105327606
"7716","1","5","1","1","3","8","0","4","1","0","1","4","3","0","0","1","2","2",-0.125302187349907,0.342384109984906,0.374438400836741,0.357628445134238,0.429853148665095,0.92177959398661,0.171063222016487,-0.368454145001309,0.2146583598067,-0.439527556633078,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7726","3","5","3","2","1","7","0","4","1","0","0","4","1","0","0","0","2","2",-0.114436914694745,0.347120072427792,0.366873039487048,0.351147892502613,-2.33925060694862,-1.08537866778962,0.131555250678417,-0.603877828511745,-0.0612495451207758,0.383788951939795,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7736","3","5","3","0","4","7","0","4","2","0","1","4","3","0","0","0","2","2",0.152447339850042,0.343793622616717,0.373530557474778,0.351209882535918,0.428021820458379,-1.08537866778962,0.139912986599121,0.915102898098602,0.895806000096368,-0.47166698844638,2.51788799780552,2.51642234331518,4.75045908387983e-06
"7743","3","2","3","2","1",NA,"0","4","1","0","2","4","3","0","1","0","2","2",1.16374049016666,0.362568330872444,0.349139832483368,-2.82650626985213,0.426976364717246,0.920619460103076,0.264817289870718,0.441465612821781,0.339679129226928,2.53849851881081,-0.397361911433702,-0.397361927099459,0.999981105327606
"7745","3","5","3","2","2","7","0","4","0","1","2","1","3","0","0","1","2","2",1.35939547731631,0.347824828743698,0.359005063683367,0.350764975116369,0.427955804760516,0.92039808300869,0.15038683108381,1.70422803264352,-3.32041167207644,3.28796271598374,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7749","3","3","3","0","4","7","1","4","2","0","4","4","3","1","0","0","2","2",0.334083159698089,0.363442228704167,0.349139832483368,0.351488978124468,0.426602813713871,0.921829749837409,0.147815616743203,-0.60841955590487,0.499188386763111,1.11684152435658,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7752","3","5","3","2","4","7","1","4","2","0","5","4","3","0","0","0","2","2",-0.14855952038644,0.368826566957686,0.346295256615883,0.351093084121124,0.425284374858479,0.920705378787141,0.102128698309571,-0.294813279413725,-0.932083870048094,-0.630996512115478,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7764","3","5","3","0","1",NA,"0","4","1","0","4","4","3","0","0","0","2","2",-0.353197475322482,0.34892424859651,0.35894454079257,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.100833279730369,-0.740226973033654,0.555232179951513,-0.739039708422979,-0.397361911433702,-0.397361927099459,0.999981105327606
"7765","2","5","4","2","2","2","0","5","2","0","4","4","3","0","0","0","2","2",-0.382466920028717,0.36476717057807,0.348504342129994,0.350427164376398,0.427117768963896,-1.08537866778962,0.161033225280549,-0.17254348981041,0.520743691835599,-0.261734955114127,-0.397361911433702,-0.397361927099459,0.999981105327606
"7798","1","5","3","2","0","8","0","4","2","0","5","4","3","0","0","0","2","2",-0.100584946049264,0.367642576346965,0.347172838532448,0.354469726451705,0.427272328700059,-1.08537866778962,0.148030414022667,-0.0102659480107686,0.58109854603849,-0.423115931877474,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7805","3","2","3","2","1","1","0","4","1","0","6","1","3","0","0","0","2","2",0.319123279959048,0.35960835434564,0.349139832483368,0.359449738494173,0.425396225297855,0.921201021904557,0.141536046322265,-0.382046886270553,-2.00553806265653,0.81527791947243,-0.397361911433702,-0.397361927099459,0.999981105327606
"7809","3","5","4","2","1","5","0","5","1","0","6","4","3","0","0","0","2","2",-0.587657510522034,0.367811717862782,0.347172838532448,0.352909275311117,0.429394069561479,-1.08537866778962,0.128617155889345,-0.341495748832429,0.197414115748701,-0.542784029054175,-0.397361911433702,-0.397361927099459,0.999981105327606
"7812","1","5","3","2","0","7","0","4","2","0","0","4","3","0","0","0","2","2",0.809672696481891,0.346189794090797,0.369747876799932,0.35104960869431,0.426520931952277,-1.08537866778962,0.119021545645509,-0.123557715785292,-1.483899679903,-0.516115138826252,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7818","1","5","1","1","2",NA,"0","4","1","0","0","4","3","0","0","0","0","0",-0.4262333681947,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.133974555045628,0.329576914402672,-1.0269272123669,0.712705264749773,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7824","1","5","3","2","3",NA,"0","4","1","0","0","4","3","0","0","0","2","2",-0.238559916882493,0.347486545712063,0.359005063683367,-2.82650626985213,0.426201158569418,-1.08537866778962,0.120936721918486,-0.761637973600951,0.58109854603849,-0.530475310487071,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7825","2","4","3","2","2",NA,"0","4","1","0","0","4","3","0","0","0","2","2",-0.542418834191215,0.369756845294682,0.346295256615883,-2.82650626985213,0.42750772167426,-1.08537866778962,0.144676409697657,-0.36138202663216,0.688875071400761,-0.340373990401551,2.51673879192748,2.51640197803204,0.999981105327606
"7827","3","5","3","0","1","7","1","4","1","0","5","1","3","0","0","0","2","2",0.51708296858124,0.342863344279722,0.374438400836741,0.35075092272621,0.428039023155647,0.92260954397301,0.138284004313353,0.148751282338825,-2.3806003709173,-0.220022075526946,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7830","3","5","4","0","1",NA,"1","5","1","0","0","4","3","0","1","0","2","2",0.148221613820101,0.343680861606172,0.373833171928766,-2.82650626985213,0.428799706074754,-1.08537866778962,0.1722841949432,-0.6348913384244,0.348301251255906,-0.542100211355735,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7837","3","3","3","0","1","2","1","4","1","0","1","4","3","1","0","0","2","2",0.0581367380032037,0.343004295542903,0.374438400836741,0.350501850226338,0.430974238359874,0.921140807951566,0.200248462632402,0.682177164654245,0.723363559516717,2.29437560057155,2.51552446785598,2.51640537224589,4.75045908387983e-06
"7838","1","0","0","0","0","4","0","1","2","0","5","4","3","1","0","0","2","2",-0.435025377516523,0.342666012511268,0.374438400836741,0.350659372120493,0.435056997551369,0.923193563324024,0.238606499701087,0.7577969257488,0.469010959661687,-0.0675307288395733,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7841","1","4","3","0","3","1","1","4","1","0","0","4","3","0","0","0","2","2",-0.514696417048946,0.366684107757333,0.347808328885822,0.355397094777656,0.426953257237753,-1.08537866778962,0.148160761675812,0.0986625173754162,0.0206606141545604,-0.254212960434498,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7844","3","5","3","0","1","5","0","4","1","0","1","4","4","0","0","0","2","2",-0.462555956200777,0.369249420747229,0.346295256615883,0.35167568827562,0.427673754706236,-1.08537866778962,0.141725531405404,-0.492702830111595,0.736296742560185,-0.467564082257346,-0.397361911433702,-0.397361927099459,0.999981105327606
"7852","1","5","1","1","2",NA,"0","4","1","0","1","4","4","0","0","0","0","0",-0.691669154383097,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.140929704988295,0.329447150762895,0.378478678357372,0.678514379842221,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7857","3","5","3","2","1","5","0","4","1","0","0","4","3","0","0","0","2","2",-0.600390128165788,0.365161834114977,0.348504342129994,0.352378548092229,0.428692469066369,-1.08537866778962,0.114730332063631,-0.698929694666626,-1.85033986613479,-0.513379868033562,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7861","3","2","3","2","4","4","1","4","2","0","0","4","3","0","0","0","2","2",0.0441254906381945,0.344582949690532,0.373530557474778,0.350720807382677,0.426714021465108,0.921123493010414,0.1394751419618,-0.927508346177523,0.520743691835599,0.226510881364948,2.51684662765583,2.51639518960432,0.999981105327606
"7862","3","5","3","1","4","7","0","4","2","0","1","4","3","0","0","0","2","2",-0.620112529619747,0.345372276764346,0.372622714112815,0.351343271902649,0.426765753244482,0.921623110766234,0.154540475576895,-0.785407428321549,0.723363559516717,-0.840928545447195,-0.397361911433702,-0.397361927099459,0.999981105327606
"7871","3","2","3","2","4","9","0","4","2","0","5","4","3","1","0","0","2","2",-0.0215149416849034,0.356000002008203,0.349139832483368,0.353763143951964,0.42595102174189,0.921411788936066,0.125849094367285,0.0333589656451782,0.58109854603849,-0.465170720313876,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7878","3","3","3","0","1","5","1","4","1","0","4","4","3","1","0","0","2","2",-0.577106395341354,0.368741996199777,0.347172838532448,0.35145697635996,0.425697086513515,0.921473227340741,0.140331042431687,-0.327051433677008,0.525054752850088,0.25523122468712,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7885","3","0","1","0","2","2","1","2","0","1","2","4","3","1","0","0","2","2",-0.147908325621146,0.36535916588343,0.348504342129994,0.350427164376398,0.426174264741564,0.920383796361422,0.149038153633144,-0.757615300766935,0.749229925603652,-0.143434493334307,-0.397361911433702,-0.397361927099459,0.999981105327606
"7892","3","3","3","0","1","7","1","4","1","0","3","4","1","1","0","0","2","2",-0.170018147882927,0.367614386094328,0.347172838532448,0.350960528028371,0.426624823929896,0.921517353961129,0.151244343094001,-0.125681946568917,-0.893284320917649,0.909644761817017,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7898","3","5","3","0","4","8","1","4","2","0","5","4","3","0","0","0","2","2",-0.415558174011103,0.369672274536773,0.346295256615883,0.359077997713806,0.424891121788478,-1.08537866778962,0.109960354172687,-0.867362899129351,0.701808254444229,0.226510881364948,2.51615793764188,2.51641300922707,4.75045908387983e-06
"7901","1","5","3","0","0","7","0","4","2","0","3","4","3","0","0","0","2","2",-0.333033317420435,0.356197333776657,0.349139832483368,0.350823539193676,0.426537365666736,-1.08537866778962,0.139854942815077,-0.246151914488049,0.701808254444229,-0.283617121455111,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7907","3","5","3","0","4","7","0","4","2","0","4","4","3","0","1","0","2","2",-0.475230494311589,0.345372276764346,0.372622714112815,0.351031420136981,0.426578037251399,0.920546877700102,0.170057753506273,-0.386329086383939,0.520743691835599,-0.310969829380938,2.51591830268998,2.51639518960432,4.75045908387983e-06
"7915","1","3","3","0","2",NA,"0","4","2","0","3","4","3","1","0","0","0","0",-0.539598456864015,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.118310027314479,-0.174425062587548,0.809584779806542,-0.491497701692579,-0.397361911433702,-0.397361927099459,0.999981105327606
"7916","1","5","3","0","2","6","0","4","2","0","3","4","1","0","1","0","0","0",-0.455904089674388,-2.81034376124603,-2.80832952825954,0.352791692121872,-2.33925060694862,-1.08537866778962,0.142056112110688,-0.197522990472318,0.615587034154403,-1.04812530798676,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
